"Date","Criterion","Parameter 1","Parameter 2","Value"
"03.03.2015","cities","Kiev","",4
"03.03.2015","cities","Perm","",4
"03.03.2015","cities","Krasnoyarsk","",3
"03.03.2015","cities","Ryazan","",3
"03.03.2015","cities","Kaluga","",3
"03.03.2015","cities","Cheboxary","",3
"03.03.2015","cities","Leninogorsk","",3
"03.03.2015","cities","Naberezhnye Chelny","",3
"03.03.2015","cities","Odessa","",3
"03.03.2015","cities","Volgograd","",3
"03.03.2015","cities","Almaty","",2
"03.03.2015","cities","Ulan-Ude","",2
"03.03.2015","cities","Novocheboxarsk","",2
"03.03.2015","cities","Rostov-on-Don","",2
"03.03.2015","cities","Khabarovsk","",2
"03.03.2015","countries","Russia","",308
"03.03.2015","countries","Ukraine","",46
"03.03.2015","countries","USA","",26
"03.03.2015","countries","Kazakhstan","",22
"03.03.2015","countries","Belarus","",15
"03.03.2015","countries","Germany","",4
"03.03.2015","countries","China","",3
"03.03.2015","countries","France","",2
"03.03.2015","countries","Azerbaijan","",2
"03.03.2015","countries","Moldova","",2
"03.03.2015","countries","South Korea","",1
"03.03.2015","countries","Brazil","",1
"03.03.2015","countries","Canada","",1
"03.03.2015","countries","Czech Republic","",1
"03.03.2015","countries","Ghana","",1
"03.03.2015","countries","","",1
"03.03.2015","countries","United Kingdom","",1
"03.03.2015","countries","Japan","",1
"03.03.2015","countries","Norway","",1
"03.03.2015","sections","Discussion board","",23
"03.03.2015","sections","Videos","",6
"03.03.2015","sections","Photos","",9
"03.03.2015","activity","Wall posts","",16
"03.03.2015","activity","Photo comments","",16
"03.03.2015","activity","Discussion comments","",2
"03.03.2015","feedback","Like","",41
"03.03.2015","feedback","Share","",3
"03.03.2015","feedback","Comments","",132
"03.03.2015","members","New members","",21
"03.03.2015","members","Members lost","",18
"02.03.2015","views","","",769
"02.03.2015","visitors","","",407
"02.03.2015","gender","F","",72
"02.03.2015","gender","M","",257
"02.03.2015","age","1-18","",43
"02.03.2015","age","18-21","",44
"02.03.2015","age","21-24","",41
"02.03.2015","age","24-27","",46
"02.03.2015","age","27-30","",39
"02.03.2015","age","30-35","",25
"02.03.2015","age","35-45","",29
"02.03.2015","age","45+","",31
"02.03.2015","gender_age","F","1-18",8
"02.03.2015","gender_age","F","18-21",10
"02.03.2015","gender_age","F","21-24",9
"02.03.2015","gender_age","F","24-27",13
"02.03.2015","gender_age","F","27-30",9
"02.03.2015","gender_age","F","30-35",5
"02.03.2015","gender_age","F","35-45",4
"02.03.2015","gender_age","F","45+",5
"02.03.2015","gender_age","M","1-18",35
"02.03.2015","gender_age","M","18-21",34
"02.03.2015","gender_age","M","21-24",32
"02.03.2015","gender_age","M","24-27",33
"02.03.2015","gender_age","M","27-30",30
"02.03.2015","gender_age","M","30-35",20
"02.03.2015","gender_age","M","35-45",25
"02.03.2015","gender_age","M","45+",26
"02.03.2015","cities","Moscow","",42
"02.03.2015","cities","Saint Petersburg","",14
"02.03.2015","cities","Kazan","",7
"02.03.2015","cities","Ryazan","",6
"02.03.2015","cities","Perm","",6
"02.03.2015","cities","Novosibirsk","",6
"02.03.2015","cities","Tyumen","",5
"02.03.2015","cities","Bryansk","",4
"02.03.2015","cities","Nizhny Novgorod","",4
"02.03.2015","cities","Yekaterinburg","",4
"02.03.2015","cities","Chelyabinsk","",3
"02.03.2015","cities","Krasnoyarsk","",3
"02.03.2015","cities","Astana","",3
"02.03.2015","cities","Brest","",3
"02.03.2015","cities","Kemerovo","",3
"02.03.2015","cities","Kaluga","",2
"02.03.2015","cities","Barnaul","",2
"02.03.2015","cities","Khabarovsk","",2
"02.03.2015","cities","Naberezhnye Chelny","",2
"02.03.2015","cities","Samara","",2
"02.03.2015","cities","Boston","",2
"02.03.2015","cities","Ufa","",2
"02.03.2015","cities","Saratov","",2
"02.03.2015","cities","Ust-Kut","",1
"02.03.2015","cities","Stary Oskol","",1
"02.03.2015","countries","Russia","",309
"02.03.2015","countries","Ukraine","",44
"02.03.2015","countries","Kazakhstan","",18
"02.03.2015","countries","Belarus","",13
"02.03.2015","countries","USA","",9
"02.03.2015","countries","Germany","",3
"02.03.2015","countries","Italy","",2
"02.03.2015","countries","Czech Republic","",1
"02.03.2015","countries","France","",1
"02.03.2015","countries","India","",1
"02.03.2015","countries","Moldova","",1
"02.03.2015","countries","Spain","",1
"02.03.2015","countries","Azerbaijan","",1
"02.03.2015","countries","Switzerland","",1
"02.03.2015","countries","Ghana","",1
"02.03.2015","countries","Algeria","",1
"02.03.2015","sections","Discussion board","",30
"02.03.2015","sections","Videos","",7
"02.03.2015","sections","Photos","",5
"02.03.2015","activity","Wall posts","",9
"02.03.2015","activity","Photo comments","",4
"02.03.2015","feedback","Like","",35
"02.03.2015","feedback","Share","",1
"02.03.2015","feedback","Comments","",81
"02.03.2015","members","New members","",22
"02.03.2015","members","Members lost","",11
"01.03.2015","views","","",884
"01.03.2015","visitors","","",473
"01.03.2015","gender","F","",66
"01.03.2015","gender","M","",300
"01.03.2015","age","1-18","",49
"01.03.2015","age","18-21","",49
"01.03.2015","age","21-24","",50
"01.03.2015","age","24-27","",58
"01.03.2015","age","27-30","",33
"01.03.2015","age","30-35","",23
"01.03.2015","age","35-45","",40
"01.03.2015","age","45+","",28
"01.03.2015","gender_age","F","1-18",7
"01.03.2015","gender_age","F","18-21",10
"01.03.2015","gender_age","F","21-24",11
"01.03.2015","gender_age","F","24-27",9
"01.03.2015","gender_age","F","27-30",4
"01.03.2015","gender_age","F","30-35",3
"01.03.2015","gender_age","F","35-45",6
"01.03.2015","gender_age","F","45+",4
"01.03.2015","gender_age","M","1-18",42
"01.03.2015","gender_age","M","18-21",39
"01.03.2015","gender_age","M","21-24",39
"01.03.2015","gender_age","M","24-27",49
"01.03.2015","gender_age","M","27-30",29
"01.03.2015","gender_age","M","30-35",20
"01.03.2015","gender_age","M","35-45",34
"01.03.2015","gender_age","M","45+",24
"01.03.2015","cities","Moscow","",37
"01.03.2015","cities","Saint Petersburg","",12
"01.03.2015","cities","Perm","",6
"01.03.2015","cities","Kazan","",5
"01.03.2015","cities","Cheboxary","",5
"01.03.2015","cities","Kharkiv","",5
"01.03.2015","cities","Nizhny Novgorod","",5
"01.03.2015","cities","Vitebsk","",4
"01.03.2015","cities","Ryazan","",4
"01.03.2015","cities","Omsk","",3
"01.03.2015","cities","Kaluga","",3
"01.03.2015","cities","Lipetsk","",3
"01.03.2015","cities","Kemerovo","",3
"01.03.2015","cities","Veliky Novgorod","",3
"01.03.2015","cities","Tyumen","",3
"01.03.2015","cities","Astana","",3
"01.03.2015","cities","Yekaterinburg","",3
"01.03.2015","cities","Krasnodar","",3
"01.03.2015","cities","Yaroslavl","",2
"01.03.2015","cities","Novocherkassk","",2
"01.03.2015","cities","Nizhnevartovsk","",2
"01.03.2015","cities","Naberezhnye Chelny","",2
"01.03.2015","cities","Krasnoyarsk","",2
"01.03.2015","cities","Karaganda","",2
"01.03.2015","cities","Nizhny Tagil","",2
"01.03.2015","countries","Russia","",347
"01.03.2015","countries","Ukraine","",52
"01.03.2015","countries","Belarus","",25
"01.03.2015","countries","Kazakhstan","",18
"01.03.2015","countries","USA","",16
"01.03.2015","countries","Germany","",6
"01.03.2015","countries","Georgia","",1
"01.03.2015","countries","Israel","",1
"01.03.2015","countries","Italy","",1
"01.03.2015","countries","France","",1
"01.03.2015","countries","Norway","",1
"01.03.2015","countries","Turkey","",1
"01.03.2015","countries","Greece","",1
"01.03.2015","countries","Armenia","",1
"01.03.2015","countries","Japan","",1
"01.03.2015","sections","Discussion board","",44
"01.03.2015","sections","Videos","",8
"01.03.2015","sections","Photos","",5
"01.03.2015","activity","Wall posts","",12
"01.03.2015","activity","Photo comments","",8
"01.03.2015","activity","Discussion comments","",2
"01.03.2015","feedback","Like","",58
"01.03.2015","feedback","Share","",9
"01.03.2015","feedback","Comments","",46
"01.03.2015","members","New members","",19
"01.03.2015","members","Members lost","",25
"28.02.2015","views","","",966
"28.02.2015","visitors","","",466
"28.02.2015","gender","F","",73
"28.02.2015","gender","M","",299
"28.02.2015","age","1-18","",47
"28.02.2015","age","18-21","",52
"28.02.2015","age","21-24","",53
"28.02.2015","age","24-27","",60
"28.02.2015","age","27-30","",44
"28.02.2015","age","30-35","",27
"28.02.2015","age","35-45","",39
"28.02.2015","age","45+","",20
"28.02.2015","gender_age","F","1-18",8
"28.02.2015","gender_age","F","18-21",11
"28.02.2015","gender_age","F","21-24",12
"28.02.2015","gender_age","F","24-27",11
"28.02.2015","gender_age","F","27-30",5
"28.02.2015","gender_age","F","30-35",5
"28.02.2015","gender_age","F","35-45",7
"28.02.2015","gender_age","F","45+",4
"28.02.2015","gender_age","M","1-18",39
"28.02.2015","gender_age","M","18-21",41
"28.02.2015","gender_age","M","21-24",41
"28.02.2015","gender_age","M","24-27",49
"28.02.2015","gender_age","M","27-30",39
"28.02.2015","gender_age","M","30-35",22
"28.02.2015","gender_age","M","35-45",32
"28.02.2015","gender_age","M","45+",16
"28.02.2015","cities","Moscow","",36
"28.02.2015","cities","Saint Petersburg","",11
"28.02.2015","cities","Novosibirsk","",7
"28.02.2015","cities","Izhevsk","",6
"28.02.2015","cities","Kazan","",6
"28.02.2015","cities","Krasnoyarsk","",5
"28.02.2015","cities","Cheboxary","",5
"28.02.2015","cities","Kaluga","",5
"28.02.2015","cities","Orenburg","",5
"28.02.2015","cities","Kemerovo","",4
"28.02.2015","cities","Karaganda","",4
"28.02.2015","cities","Nizhny Novgorod","",4
"28.02.2015","cities","Chelyabinsk","",3
"28.02.2015","cities","Balakovo","",3
"28.02.2015","cities","Kharkiv","",3
"28.02.2015","cities","Ulyanovsk","",3
"28.02.2015","cities","Dnipropetrovsk","",2
"28.02.2015","cities","Kirovograd","",2
"28.02.2015","cities","Naberezhnye Chelny","",2
"28.02.2015","cities","Nizhnevartovsk","",2
"28.02.2015","cities","Donetsk","",2
"28.02.2015","cities","Vitebsk","",2
"28.02.2015","cities","Novocherkassk","",2
"28.02.2015","cities","Astana","",2
"28.02.2015","cities","Biysk","",2
"28.02.2015","countries","Russia","",330
"28.02.2015","countries","Ukraine","",45
"28.02.2015","countries","USA","",22
"28.02.2015","countries","Kazakhstan","",20
"28.02.2015","countries","Belarus","",19
"28.02.2015","countries","Germany","",6
"28.02.2015","countries","China","",3
"28.02.2015","countries","Romania","",3
"28.02.2015","countries","Canada","",3
"28.02.2015","countries","Poland","",2
"28.02.2015","countries","Turkey","",2
"28.02.2015","countries","Spain","",2
"28.02.2015","countries","France","",1
"28.02.2015","countries","Netherlands","",1
"28.02.2015","countries","Uzbekistan","",1
"28.02.2015","countries","Algeria","",1
"28.02.2015","countries","Azerbaijan","",1
"28.02.2015","countries","United Kingdom","",1
"28.02.2015","countries","Armenia","",1
"28.02.2015","countries","Latvia","",1
"28.02.2015","countries","Serbia","",1
"28.02.2015","sections","Discussion board","",23
"28.02.2015","sections","Videos","",10
"28.02.2015","sections","Photos","",39
"28.02.2015","activity","Wall posts","",12
"28.02.2015","activity","Photo comments","",25
"28.02.2015","activity","Discussion comments","",1
"28.02.2015","feedback","Like","",60
"28.02.2015","feedback","Share","",7
"28.02.2015","feedback","Comments","",55
"28.02.2015","members","New members","",24
"28.02.2015","members","Members lost","",30
"27.02.2015","views","","",1092
"27.02.2015","visitors","","",468
"27.02.2015","gender","F","",87
"27.02.2015","gender","M","",302
"27.02.2015","age","1-18","",56
"27.02.2015","age","18-21","",53
"27.02.2015","age","21-24","",46
"27.02.2015","age","24-27","",56
"27.02.2015","age","27-30","",33
"27.02.2015","age","30-35","",37
"27.02.2015","age","35-45","",44
"27.02.2015","age","45+","",27
"27.02.2015","gender_age","F","1-18",15
"27.02.2015","gender_age","F","18-21",10
"27.02.2015","gender_age","F","21-24",9
"27.02.2015","gender_age","F","24-27",14
"27.02.2015","gender_age","F","27-30",5
"27.02.2015","gender_age","F","30-35",8
"27.02.2015","gender_age","F","35-45",6
"27.02.2015","gender_age","F","45+",8
"27.02.2015","gender_age","M","1-18",41
"27.02.2015","gender_age","M","18-21",43
"27.02.2015","gender_age","M","21-24",37
"27.02.2015","gender_age","M","24-27",42
"27.02.2015","gender_age","M","27-30",28
"27.02.2015","gender_age","M","30-35",29
"27.02.2015","gender_age","M","35-45",38
"27.02.2015","gender_age","M","45+",19
"27.02.2015","cities","Moscow","",44
"27.02.2015","cities","Saint Petersburg","",13
"27.02.2015","cities","Naberezhnye Chelny","",6
"27.02.2015","cities","Almaty","",5
"27.02.2015","cities","Izhevsk","",5
"27.02.2015","cities","Kharkiv","",5
"27.02.2015","cities","Kemerovo","",4
"27.02.2015","cities","Sevastopol","",4
"27.02.2015","cities","Volgograd","",4
"27.02.2015","cities","Kiev","",4
"27.02.2015","cities","Nizhnevartovsk","",3
"27.02.2015","cities","Karaganda","",3
"27.02.2015","cities","Omsk","",3
"27.02.2015","cities","Novosibirsk","",3
"27.02.2015","cities","Chelyabinsk","",3
"27.02.2015","cities","Vitebsk","",3
"27.02.2015","cities","Kaluga","",2
"27.02.2015","cities","Barnaul","",2
"27.02.2015","cities","Dno","",2
"27.02.2015","cities","Grodno","",2
"27.02.2015","cities","Pskov","",2
"27.02.2015","cities","Kirov","",2
"27.02.2015","cities","Novocherkassk","",2
"27.02.2015","cities","Kurgan","",2
"27.02.2015","cities","Krasnoyarsk","",2
"27.02.2015","countries","Russia","",344
"27.02.2015","countries","Ukraine","",43
"27.02.2015","countries","Kazakhstan","",20
"27.02.2015","countries","Belarus","",19
"27.02.2015","countries","USA","",18
"27.02.2015","countries","Germany","",4
"27.02.2015","countries","Canada","",3
"27.02.2015","countries","Moldova","",2
"27.02.2015","countries","Azerbaijan","",2
"27.02.2015","countries","Senegal","",1
"27.02.2015","countries","Kyrgyzstan","",1
"27.02.2015","countries","France","",1
"27.02.2015","countries","Norway","",1
"27.02.2015","countries","Netherlands","",1
"27.02.2015","countries","Turkey","",1
"27.02.2015","countries","Poland","",1
"27.02.2015","countries","Hungary","",1
"27.02.2015","countries","Uzbekistan","",1
"27.02.2015","countries","Estonia","",1
"27.02.2015","countries","Bulgaria","",1
"27.02.2015","countries","Sweden","",1
"27.02.2015","countries","","",1
"27.02.2015","sections","Discussion board","",28
"27.02.2015","sections","Videos","",6
"27.02.2015","sections","Photos","",135
"27.02.2015","activity","Wall posts","",24
"27.02.2015","activity","Photo comments","",22
"27.02.2015","activity","Video comments","",1
"27.02.2015","feedback","Like","",72
"27.02.2015","feedback","Share","",20
"27.02.2015","feedback","Comments","",89
"27.02.2015","members","New members","",22
"27.02.2015","members","Members lost","",18
"26.02.2015","views","","",895
"26.02.2015","visitors","","",460
"26.02.2015","gender","F","",83
"26.02.2015","gender","M","",298
"26.02.2015","age","1-18","",44
"26.02.2015","age","18-21","",44
"26.02.2015","age","21-24","",53
"26.02.2015","age","24-27","",53
"26.02.2015","age","27-30","",33
"26.02.2015","age","30-35","",39
"26.02.2015","age","35-45","",40
"26.02.2015","age","45+","",30
"26.02.2015","gender_age","F","1-18",10
"26.02.2015","gender_age","F","18-21",7
"26.02.2015","gender_age","F","21-24",12
"26.02.2015","gender_age","F","24-27",14
"26.02.2015","gender_age","F","27-30",5
"26.02.2015","gender_age","F","30-35",6
"26.02.2015","gender_age","F","35-45",9
"26.02.2015","gender_age","F","45+",8
"26.02.2015","gender_age","M","1-18",34
"26.02.2015","gender_age","M","18-21",37
"26.02.2015","gender_age","M","21-24",41
"26.02.2015","gender_age","M","24-27",39
"26.02.2015","gender_age","M","27-30",28
"26.02.2015","gender_age","M","30-35",33
"26.02.2015","gender_age","M","35-45",31
"26.02.2015","gender_age","M","45+",22
"26.02.2015","cities","Moscow","",45
"26.02.2015","cities","Saint Petersburg","",21
"26.02.2015","cities","Kazan","",9
"26.02.2015","cities","Nizhny Novgorod","",7
"26.02.2015","cities","Almaty","",5
"26.02.2015","cities","Novosibirsk","",4
"26.02.2015","cities","Naberezhnye Chelny","",4
"26.02.2015","cities","Barnaul","",4
"26.02.2015","cities","Chelyabinsk","",4
"26.02.2015","cities","Yaroslavl","",3
"26.02.2015","cities","Perm","",3
"26.02.2015","cities","Vitebsk","",3
"26.02.2015","cities","Abakan","",3
"26.02.2015","cities","Vladivostok","",3
"26.02.2015","cities","Poltava","",3
"26.02.2015","cities","Ryazan","",3
"26.02.2015","cities","Brest","",2
"26.02.2015","cities","Bryansk","",2
"26.02.2015","cities","Novocherkassk","",2
"26.02.2015","cities","Vladimir","",2
"26.02.2015","cities","Ulyanovsk","",2
"26.02.2015","cities","Rameshki","",2
"26.02.2015","cities","Kemerovo","",2
"26.02.2015","cities","Leninogorsk","",2
"26.02.2015","cities","Taraz","",2
"26.02.2015","countries","Russia","",339
"26.02.2015","countries","Ukraine","",47
"26.02.2015","countries","Belarus","",21
"26.02.2015","countries","Kazakhstan","",19
"26.02.2015","countries","USA","",7
"26.02.2015","countries","China","",3
"26.02.2015","countries","Azerbaijan","",3
"26.02.2015","countries","Moldova","",3
"26.02.2015","countries","Sweden","",2
"26.02.2015","countries","Netherlands","",2
"26.02.2015","countries","Indonesia","",1
"26.02.2015","countries","India","",1
"26.02.2015","countries","Germany","",1
"26.02.2015","countries","Ghana","",1
"26.02.2015","countries","Spain","",1
"26.02.2015","countries","","",1
"26.02.2015","countries","France","",1
"26.02.2015","countries","Latvia","",1
"26.02.2015","countries","","",1
"26.02.2015","countries","Canada","",1
"26.02.2015","countries","Tajikistan","",1
"26.02.2015","countries","Estonia","",1
"26.02.2015","countries","Senegal","",1
"26.02.2015","countries","Czech Republic","",1
"26.02.2015","sections","Discussion board","",53
"26.02.2015","sections","Videos","",11
"26.02.2015","sections","Photos","",17
"26.02.2015","activity","Wall posts","",8
"26.02.2015","activity","Photo comments","",19
"26.02.2015","activity","Discussion comments","",8
"26.02.2015","feedback","Like","",66
"26.02.2015","feedback","Share","",12
"26.02.2015","feedback","Comments","",53
"26.02.2015","members","New members","",24
"26.02.2015","members","Members lost","",19
"25.02.2015","views","","",1000
"25.02.2015","visitors","","",461
"25.02.2015","gender","F","",68
"25.02.2015","gender","M","",307
"25.02.2015","age","1-18","",46
"25.02.2015","age","18-21","",53
"25.02.2015","age","21-24","",66
"25.02.2015","age","24-27","",45
"25.02.2015","age","27-30","",41
"25.02.2015","age","30-35","",37
"25.02.2015","age","35-45","",34
"25.02.2015","age","45+","",20
"25.02.2015","gender_age","F","1-18",13
"25.02.2015","gender_age","F","18-21",5
"25.02.2015","gender_age","F","21-24",8
"25.02.2015","gender_age","F","24-27",10
"25.02.2015","gender_age","F","27-30",4
"25.02.2015","gender_age","F","30-35",6
"25.02.2015","gender_age","F","35-45",7
"25.02.2015","gender_age","F","45+",6
"25.02.2015","gender_age","M","1-18",33
"25.02.2015","gender_age","M","18-21",48
"25.02.2015","gender_age","M","21-24",58
"25.02.2015","gender_age","M","24-27",35
"25.02.2015","gender_age","M","27-30",37
"25.02.2015","gender_age","M","30-35",31
"25.02.2015","gender_age","M","35-45",27
"25.02.2015","gender_age","M","45+",14
"25.02.2015","cities","Moscow","",40
"25.02.2015","cities","Saint Petersburg","",16
"25.02.2015","cities","Volgograd","",7
"25.02.2015","cities","Kazan","",7
"25.02.2015","cities","Novosibirsk","",5
"25.02.2015","cities","Nizhny Novgorod","",5
"25.02.2015","cities","Yekaterinburg","",4
"25.02.2015","cities","Almaty","",4
"25.02.2015","cities","Kaluga","",4
"25.02.2015","cities","Samara","",4
"25.02.2015","cities","Kharkiv","",4
"25.02.2015","cities","Bryansk","",4
"25.02.2015","cities","Kemerovo","",3
"25.02.2015","cities","Donetsk","",3
"25.02.2015","cities","Krasnoyarsk","",3
"25.02.2015","cities","Astana","",3
"25.02.2015","cities","Nizhnevartovsk","",3
"25.02.2015","cities","Ryazan","",3
"25.02.2015","cities","Naberezhnye Chelny","",2
"25.02.2015","cities","Oktyabrsky","",2
"25.02.2015","cities","Vladivostok","",2
"25.02.2015","cities","Saratov","",2
"25.02.2015","cities","Voronezh","",2
"25.02.2015","cities","Sterlitamak","",2
"25.02.2015","cities","Vitebsk","",2
"25.02.2015","countries","Russia","",353
"25.02.2015","countries","Ukraine","",40
"25.02.2015","countries","Kazakhstan","",25
"25.02.2015","countries","Belarus","",15
"25.02.2015","countries","USA","",14
"25.02.2015","countries","Moldova","",2
"25.02.2015","countries","Germany","",2
"25.02.2015","countries","Indonesia","",1
"25.02.2015","countries","France","",1
"25.02.2015","countries","Israel","",1
"25.02.2015","countries","","",1
"25.02.2015","countries","Luxembourg","",1
"25.02.2015","countries","Syria","",1
"25.02.2015","countries","Ghana","",1
"25.02.2015","countries","","",1
"25.02.2015","countries","Brazil","",1
"25.02.2015","countries","China","",1
"25.02.2015","sections","Discussion board","",36
"25.02.2015","sections","Videos","",9
"25.02.2015","sections","Photos","",3
"25.02.2015","activity","Wall posts","",23
"25.02.2015","activity","Photo comments","",36
"25.02.2015","activity","Discussion comments","",1
"25.02.2015","feedback","Like","",47
"25.02.2015","feedback","Share","",3
"25.02.2015","feedback","Comments","",151
"25.02.2015","members","New members","",19
"25.02.2015","members","Members lost","",17
"24.02.2015","views","","",844
"24.02.2015","visitors","","",456
"24.02.2015","gender","F","",71
"24.02.2015","gender","M","",282
"24.02.2015","age","1-18","",36
"24.02.2015","age","18-21","",45
"24.02.2015","age","21-24","",46
"24.02.2015","age","24-27","",50
"24.02.2015","age","27-30","",42
"24.02.2015","age","30-35","",42
"24.02.2015","age","35-45","",34
"24.02.2015","age","45+","",27
"24.02.2015","gender_age","F","1-18",7
"24.02.2015","gender_age","F","18-21",5
"24.02.2015","gender_age","F","21-24",7
"24.02.2015","gender_age","F","24-27",15
"24.02.2015","gender_age","F","27-30",5
"24.02.2015","gender_age","F","30-35",15
"24.02.2015","gender_age","F","35-45",2
"24.02.2015","gender_age","F","45+",5
"24.02.2015","gender_age","M","1-18",29
"24.02.2015","gender_age","M","18-21",40
"24.02.2015","gender_age","M","21-24",39
"24.02.2015","gender_age","M","24-27",35
"24.02.2015","gender_age","M","27-30",37
"24.02.2015","gender_age","M","30-35",27
"24.02.2015","gender_age","M","35-45",32
"24.02.2015","gender_age","M","45+",22
"24.02.2015","cities","Moscow","",51
"24.02.2015","cities","Saint Petersburg","",19
"24.02.2015","cities","Yekaterinburg","",5
"24.02.2015","cities","Novosibirsk","",5
"24.02.2015","cities","Donetsk","",5
"24.02.2015","cities","Kazan","",4
"24.02.2015","cities","Ufa","",4
"24.02.2015","cities","Izhevsk","",4
"24.02.2015","cities","Tyumen","",4
"24.02.2015","cities","Naberezhnye Chelny","",4
"24.02.2015","cities","Kaluga","",3
"24.02.2015","cities","Stary Oskol","",3
"24.02.2015","cities","Volgograd","",3
"24.02.2015","cities","Kirovograd","",3
"24.02.2015","cities","Bryansk","",2
"24.02.2015","cities","Krasnoyarsk","",2
"24.02.2015","cities","Kemerovo","",2
"24.02.2015","cities","Ulyanovsk","",2
"24.02.2015","cities","Irkutsk","",2
"24.02.2015","cities","Novocherkassk","",2
"24.02.2015","cities","Aktau","",2
"24.02.2015","cities","Yaroslavl","",2
"24.02.2015","cities","Brest","",2
"24.02.2015","cities","Istra","",2
"24.02.2015","cities","Uman","",1
"24.02.2015","countries","Russia","",341
"24.02.2015","countries","Ukraine","",36
"24.02.2015","countries","Kazakhstan","",20
"24.02.2015","countries","USA","",15
"24.02.2015","countries","Belarus","",12
"24.02.2015","countries","Canada","",11
"24.02.2015","countries","Germany","",3
"24.02.2015","countries","China","",2
"24.02.2015","countries","Uzbekistan","",2
"24.02.2015","countries","Moldova","",2
"24.02.2015","countries","Azerbaijan","",2
"24.02.2015","countries","Netherlands","",1
"24.02.2015","countries","Norway","",1
"24.02.2015","countries","Lebanon","",1
"24.02.2015","countries","Kyrgyzstan","",1
"24.02.2015","countries","Israel","",1
"24.02.2015","countries","Croatia","",1
"24.02.2015","countries","Bulgaria","",1
"24.02.2015","countries","Sweden","",1
"24.02.2015","countries","Romania","",1
"24.02.2015","countries","Algeria","",1
"24.02.2015","sections","Discussion board","",45
"24.02.2015","sections","Audio files","",1
"24.02.2015","sections","Videos","",2
"24.02.2015","sections","Photos","",4
"24.02.2015","activity","Wall posts","",8
"24.02.2015","activity","Photo comments","",58
"24.02.2015","activity","Discussion comments","",4
"24.02.2015","feedback","Like","",51
"24.02.2015","feedback","Share","",5
"24.02.2015","feedback","Comments","",122
"24.02.2015","members","New members","",26
"24.02.2015","members","Members lost","",25
"23.02.2015","views","","",752
"23.02.2015","visitors","","",429
"23.02.2015","gender","F","",70
"23.02.2015","gender","M","",271
"23.02.2015","age","1-18","",43
"23.02.2015","age","18-21","",43
"23.02.2015","age","21-24","",58
"23.02.2015","age","24-27","",47
"23.02.2015","age","27-30","",37
"23.02.2015","age","30-35","",39
"23.02.2015","age","35-45","",28
"23.02.2015","age","45+","",22
"23.02.2015","gender_age","F","1-18",8
"23.02.2015","gender_age","F","18-21",8
"23.02.2015","gender_age","F","21-24",13
"23.02.2015","gender_age","F","24-27",9
"23.02.2015","gender_age","F","27-30",7
"23.02.2015","gender_age","F","30-35",10
"23.02.2015","gender_age","F","35-45",5
"23.02.2015","gender_age","F","45+",4
"23.02.2015","gender_age","M","1-18",35
"23.02.2015","gender_age","M","18-21",35
"23.02.2015","gender_age","M","21-24",45
"23.02.2015","gender_age","M","24-27",38
"23.02.2015","gender_age","M","27-30",30
"23.02.2015","gender_age","M","30-35",29
"23.02.2015","gender_age","M","35-45",23
"23.02.2015","gender_age","M","45+",18
"23.02.2015","cities","Moscow","",35
"23.02.2015","cities","Saint Petersburg","",14
"23.02.2015","cities","Barnaul","",5
"23.02.2015","cities","Tyumen","",5
"23.02.2015","cities","Kiev","",5
"23.02.2015","cities","Novosibirsk","",4
"23.02.2015","cities","Kharkiv","",4
"23.02.2015","cities","Cheboxary","",3
"23.02.2015","cities","Yaroslavl","",3
"23.02.2015","cities","Nizhny Novgorod","",3
"23.02.2015","cities","Minsk ","",3
"23.02.2015","cities","Ulan-Ude","",2
"23.02.2015","cities","Krasnoyarsk","",2
"23.02.2015","cities","Naberezhnye Chelny","",2
"23.02.2015","cities","Karaganda","",2
"23.02.2015","cities","Almaty","",2
"23.02.2015","cities","Tatarstan","",2
"23.02.2015","cities","Donetsk","",2
"23.02.2015","cities","Abakan","",2
"23.02.2015","cities","Ryazan","",2
"23.02.2015","cities","Zhodino","",2
"23.02.2015","cities","Sterlitamak","",2
"23.02.2015","cities","Kirovograd","",2
"23.02.2015","cities","Syzran","",2
"23.02.2015","cities","Novocherkassk","",2
"23.02.2015","countries","Russia","",306
"23.02.2015","countries","Ukraine","",40
"23.02.2015","countries","USA","",34
"23.02.2015","countries","Belarus","",21
"23.02.2015","countries","Kazakhstan","",14
"23.02.2015","countries","Moldova","",2
"23.02.2015","countries","Sweden","",2
"23.02.2015","countries","Germany","",2
"23.02.2015","countries","Mexico","",1
"23.02.2015","countries","","",1
"23.02.2015","countries","Portugal","",1
"23.02.2015","countries","Netherlands","",1
"23.02.2015","countries","Georgia","",1
"23.02.2015","countries","Ghana","",1
"23.02.2015","countries","","",1
"23.02.2015","countries","Azerbaijan","",1
"23.02.2015","sections","Discussion board","",27
"23.02.2015","sections","Videos","",2
"23.02.2015","sections","Photos","",1
"23.02.2015","activity","Wall posts","",3
"23.02.2015","activity","Photo comments","",35
"23.02.2015","feedback","Like","",94
"23.02.2015","feedback","Share","",7
"23.02.2015","feedback","Comments","",46
"23.02.2015","members","New members","",24
"23.02.2015","members","Members lost","",22
"22.02.2015","views","","",916
"22.02.2015","visitors","","",571
"22.02.2015","gender","F","",68
"22.02.2015","gender","M","",306
"22.02.2015","age","1-18","",42
"22.02.2015","age","18-21","",56
"22.02.2015","age","21-24","",62
"22.02.2015","age","24-27","",48
